한글명,영문명,등급,효과별,분류,성분설명,연관성분,참고논문
트라이데실트라이멜리테이트,Tridecyl Trimellitate*,좋음,수분 공급,"유연제(연화제), 질감향상제, 피막형성제","합성하여 만들어진 성분으로 피부를 부드럽게 하는 연화제, 피막형성제, 질감 향상제이다. 화장품 색소 분산제로도 활용된다.
원료는 점도가 높은 액체 형태를 띄고 있다.
The Cosmetic Ingredient Review Expert Panel의 2015년 연구에 따르면 트라이데실트라이멜리테이트는 화장품 성분으로 안전하며, 립스틱에 최대 57.1%까지 배합되는 것으로 확인했다.
*대한화장품성분사전에 등록된 표준화 국문, 영문명칭",증점제,"Cosmetic Ingredient Review, October 2015, pages 1-27
https://online.personalcarecouncil.org/ctfa-static/online/lists/cir-pdfs/FR690.pdf
Universal Preserv-A-Chem Inc. (supplier info), Accessed December 2021, ePublication"
트라이데케인,Tridecane*,좋음,,"유연제(연화제), 용제, 질감향상제","트라이데케인은 알칸(alkane) 계열의 화합물에 속하는 연화제이다. 스킨케어 제품의 가볍고 부드러운 사용감을 위해 다른 알칸족 유화제 (예: 운데케인, 펜타데케인, 도데케인)와 함께 사용된다.
원료 공급업체는 이 성분이 메이크업의 지속력을 향상시키는 데 도움이 된다고 홍보하고 있으며, 또한 용매로도 활용될 수 있다.
트라이데케인은 실리콘 성분들*과 유사한 특성을 가지며, 빠르게 퍼지고 번들거림 없는 마무리감을 제공한다. 이러한 특징 덕분에 실리콘 성분의 대안으로 마케팅되고 있다.
*참고: 실리콘 성분이 본질적으로 나쁜 것은 아니며, 이를 사용할지 여부는 개인의 선호도와 제품 제형에 따라 결정된다. (자세한 내용은 관련 성분 항목을 참고하세요).
원료는 투명한 유성 액체 형태이며 오크라와 같은 식물뿐만아니라 다른 천연 성분에서 유래될 수 있다. 화장품에서의 일반적인 배합 수준은 2-10%이며, 일반적으로 운데케인과 혼합된 형태로 제공된다.
*대한화장품성분사전에 등록된 표준화 국문, 영문명칭",실리콘,"PubChem, January 2022, ePublication
Clariant, Accessed January 2022, ePublication
CosmeticsBusiness.com, September 2018, ePublication
Household and Personal Care Today, May/June 2014, pages 18-20"
트라이라우린,Trilaurin*,좋음,수분 공급,"보습제(습윤제), 수분증발차단제-불투명화제","글리세린과 알리파틱애씨드의 트라이에스터인 성분 군이다. 화장품에서 농후제, 연화제 역할을 한다.",,
트라이메틸실록시실리케이트,Trimethylsiloxysilicate,좋음,수분 공급,"실리콘, 수분증발차단제-불투명화제, 보습제(습윤제)","피부 연화제, 폐색제로 쓰인다.",실리콘,
트라이베헤닌,Tribehenin*,좋음,수분 공급,"보습제(습윤제), 수분증발차단제-불투명화제","피부 보충제 글리세린과 부드러운 지방산 베헤닉애씨드의 혼합물로 수분 손실 예방에 도움을 주는 성분이다. 수분 크림 및 로션에 사용되어 피부 결을 정돈한다. 코코넛, 팜유 등의 식물에서 유래하거나 합성 성분일 수 있다.
원료는 크림색의 고체 형태를 띄고 있다. The independent Cosmetic Ingredient Review panel는 트라이베헤닌이 민감성을 유발하지 않으며 화장품에 사용하기에 안전하다고 밝혔다. 일반적인 배합 수준은 필요에 따라 0.5–12% 사이이다.
*대한화장품성분사전에 등록된 표준화 국문, 영문명칭",글리세린,"Pharmaceutical Development and Technology, October 2021, ePublication
Cosmetic Ingredient Review, April 2017, pages 1-132
International Journal of Cosmetic Science, August 2016, ePublication
International Journal of Toxicology, January 2001, pages 61-94"
트라이베헤닌피이지-20에스터,Tribehenin PEG-20 Esters*,좋음,수분 공급,"유연제(연화제), 유화제, 세정제","화장품에서 연화제, 계면활성제, 유화제 등 다양한 기능을 하는 복합 혼합물이다.
*대한화장품성분사전에 등록된 표준화 국문, 영문명칭",트라이베헤닌,
트라이소듐에틸렌다이아민다이석시네이트,Trisodium Ethylenediamine Disuccinate*,좋음,,금속이온봉쇄제,"화장품에 사용되는 킬레이트제로 금속 이온과 결합하여 피부 또는 모발의 표면에 부착되거나 오염되는 것을 방지한다. 일반적으로 바디워시, 클렌저, 샴푸에 사용되는 성분이다.
원료는 흰색의 고체 또는 과립 형태로 존재한다.
트라이소듐에틸렌다이아민다이석시네이트는 뛰어난 슈퍼스타 성분은 아니나, 전반적인 안전성, 제형 및 효능에 중추적인 역할을 한다. 특히 이러한 킬레이트제는 금속 이온이 필수 성분을 불안정하게 하지 않도록 함으로써 제품의 보존력을 강화하는 데 도움이 된다.
2022 화장품 성분 검토 보고서에 따르면 트라이소듐에틸렌다이아민다이석시네이트는 228가지 제형 (68개의 씻어내지 않는 제형, 160개의 씻어내는 제형)에 사용되며 보고서 작성일 당시 최대 함량은 0.64%였다.
*대한화장품성분사전에 등록된 표준화 국문, 영문명칭",테트라소듐이디티에이,"CosmeticAnalysis.com, Accessed August 2022, ePublication
PubChem, Accessed August 2022, ePublication
CIR Report Data Sheet, June 2022, pages 1-18
Molecules, July 2018, pages 1–41"
트라이소듐이디티에이,Trisodium EDTA,좋음,,금속이온봉쇄제,테트라소듐이디티에이와 유사하다. 수분 연화제이자 킬레이트제이다. 킬레이트제는 금속이 다른 성분과 결합하지 못하도록 방지하는 역할을 한다.,"이디티에이, 다이소듐이디티에이, 테트라소듐이디티에이",
트라이실록세인,Trisiloxane*,좋음,수분 공급,"유연제(연화제), 실리콘, 질감향상제","트라이실록세인은 스킨케어 제품에서 다양한 기능을 하는 무색 무취의 휘발성 폴리디메틸실록세인(PDMS, polydimethylsiloxane) 용액이다. 화장품 포뮬라에 첨가하면 발림성을 향상시키고 빠른 시간 내에 건조되도록 돕는다.
실리콘으로 대표되는 실록세인 그룹의 일원으로서 트라이실록세인 또한 피부에 부드러운 촉감을 선사한다.
화합물의 구조가 피부에 유분이나 무거운 잔여물을 남기지 않도록 해 가볍고 매끄러운 느낌을 준다.
*대한화장품성분사전에 등록된 표준화 국문, 영문명칭","실리콘, 실록세인","ULProspector, Accessed January 2023, Webpage
PubChem, Accessed January 2023, Webpage"
트라이아세틴,Triacetin*,좋음,,"용제, 질감향상제, 보존제","트라이아세틴은 트라이글리세라이드로도 불리는 글리세롤과 3개의 지방산으로 구성된 지질의 일종이다. 화장품에서 용매, 보존제, 질감 향상제로 사용된다.
물질의 용해와 희석을 도와 균일한 제형을 만든다. 이외에도 보존제로서 제품의 유통기한을 늘리고 원하지 않는 물질의 성장을 방지하는 데 도움을 준다.
무색의 점성 액체이며, 식품 산업에도 활용된다.
특정 트라이글리세라이드는 강력한 보습제인 글리세롤(글리세린)의 트라이에스터이다. Cosmetic Ingredient Review Expert Panel은 트라이아세틴이 화장품에 안전한 것으로 판단했다. 일반적으로 0.8%에서 4.0%사이의 농도로 사용된다.
*대한화장품성분사전에 등록된 표준화 국문, 영문명칭",글리세린,"PubChem, Accessed October 2022, ePublication
International Journal of Toxicology, 2003, pages S1-S10"
트라이아이소세틸시트레이트,Triisocetyl Citrate*,좋음,수분 공급,"보습제(습윤제), 수분증발차단제-불투명화제","아이소세틸알코올과 시트릭애씨드의 지방알코올 혼합물로 수분차단제로 사용된다. 합성하여 만들거나 식물 또는 동물 유래 성분일 수 있다.
*대한화장품성분사전에 등록된 표준화 국문, 영문명칭",,
트라이아이소스테아린,Triisostearin*,좋음,,"유연제(연화제), 질감향상제","피부를 보충해주는 글리세린과 수분 공급을 해주는 지방산 아이소스테아릭애씨드의 결합으로 만든 다용도 혼합물이다. 세 개의 다른 에스터 그룹을 포함하기 때문에 트라이에스터라고도 알려져 있다. 카프릴릭/카프릭 트라이글리세라이드와 같은 트라이글리세라이드는 트라이에스터 성분의 또 다른 예이다.
스킨 케어, 메이크업 제품에 함유되어 주로 오일, 연화제, 실리콘 베이스(silicone-based) 제형에서 쿠션감있고 부드러운 질감을 만드는 데 쓰인다. 일반적인 사용량은 2-10% 선이지만, 개선하고자 하는 목적에 따라 더 많거나 적게 사용할 수 있다.
다이머다이리놀레일다이머다이리놀리에이트, 하이드록시스테아릭애씨드와 같은 성분과 결합한 혼합물은 페트롤라툼의 대체제가 될 수 있다. 이러한 혼합물이 피부에서 보습 효과를 주는 수분차단제로 작용하여 립 케어 제품에서 효과를 발휘하기 때문이다.
안전한 화장품 성분이다.
*대한화장품성분사전에 등록된 표준화 국문, 영문명칭","글리세린, 아이소스테아릭애씨드","Cosmeticsinfo.org, Accessed November 2021, ePublication
International Journal of Toxicology, Volume 20, Supplement 4, 2001, pages 61-94"
트라이에톡시실릴에틸폴리다이메틸실록시에틸헥실다이메티콘,Triethoxysilylethyl Polydimethylsiloxyethyl Hexyl Dimethicone*,좋음,수분 공급,"실리콘, 고분자화합물, 수분증발차단제-불투명화제","합성 수지 중합체 성분으로 화장품에서 피부, 모발의 연화제, 수분차단제 등 다양한 기능을 한다.
*대한화장품성분사전에 등록된 표준화 국문, 영문명칭","폴리머, 실리콘","ShinEtsu (supplier info), Accessed November 2021, ePublication
International Journal of Toxicology, May 2014, pages 65S-115S"
트라이에톡시카프릴릴실레인,Triethoxycaprylylsilane*,좋음,,"실리콘, 질감향상제","결합체 및 에멀전 안정제 역할을 하는 합성 수지 성분이다. 광물성 자외선 차단 성분을 코팅하는데 사용되어 질감을 부드럽게 해주며 발림성을 향상시켜 준다. 연구에 따르면 자외선 차단제에 사용될 떄 피부 산화 스트레스를 줄이는 데 도움을 준다.
2016년 유럽소비자안전과학위원회(the Scientific Committee on Consumer Safety, 이하 SCCS)는 트라이에톡시카프릴릴실레인이 자외선 차단 활성 성분을 코팅하는데 안전하게 쓰일 수 있다고 판단했다. 2017년 the Cosmetic Ingredient Review Expert Panel은 일반적으로 배합에 사용되는 농도 (최대 2.6%) 선에서 안전하다고 밝혔다.
원료는 투명한 무색의 액체 형태를 띄고있다.
*대한화장품성분사전에 등록된 표준화 국문, 영문명칭",실리콘,"The Cosmetic Ingredient Review, January 2017, pages 1-16
CIR Report Data Sheet (personalcarecouncil.org)
Scientific Committee on Consumer Safety, November 2016, pages 1-27
https://hal.archives-ouvertes.fr/hal-01493488/document
Journal of Nanoparticle Research, May 2014, pages 1-13
https://www.deepdyve.com/lp/pubmed-central/critical-experimental-parameters-related-to-the-cytotoxicity-of-zinc-gm9mv1Nrni?articleList=%2Fsearch%3Fquery%3DTriethoxycaprylylsilane%26articleFilter%3Drentable%257Cfree%257Crestricted
Toxicological Sciences, September 2011, pages 264-280
https://www.deepdyve.com/lp/oxford-university-press/safety-evaluation-of-sunscreen-formulations-containing-titanium-cO07wUNljF?articleList=%2Fsearch%3Fquery%3DTriethoxycaprylylsilane%26articleFilter%3Drentable%257Cfree%257Crestricted"
트라이에톡시카프릴릴실레인크로스폴리머,Triethoxycaprylylsilane Crosspolymer,좋음,,"실리콘, 피막형성제, 고분자화합물",질감을 향상시키는 합성수지 폴리머,"폴리머, 실리콘",
트라이에틸헥사노인,Triethylhexanoin*,좋음,수분 공급,"용제, 수분증발차단제-불투명화제, 보습제(습윤제)","글리세린과 2-에틸헥사노익애씨드로 알려진 트라이글리세라이드 지방산의 합성 혼합물이다. 주로 용매, 수분차단제, 피부 컨디셔닝 연화제, 헤어 컨디셔너로 사용한다.
트라이에틸헥사노인은 안전한 화장품 성분이다. 일반적으로 바르는 스킨케어 제품에는 3~5%, 립스틱에는 63%가 사용되며 특정 페이스 앤 넥 트리트먼트 제품에는 최대 100%까지 사용된다.
*대한화장품성분사전에 등록된 표준화 국문, 영문명칭",글리세린,"CosmeticsInfo.org, Accessed November 2021, ePublication
Cosmetic Ingredient Review, February 2018, pages 1-40"
트라이오클라놀린,Trioclanolin,좋음,수분 공급,"유연제(연화제), 질감향상제",라놀린에서 유래되었으며 질감향상제로 사용되는 이 성분은 대체적으로 아이섀도우 및 파우더 블러셔와 같은 파우더 기반 제품에 사용되며 더 부드럽고 균일한 발림성을 제공한다.,,
트라이옥틸도데실시트레이트,Trioctyldodecyl Citrate,좋음,수분 공급,"보습제(습윤제), 수분증발차단제-불투명화제",옥틸도데칸올과 시트릭애씨드의 혼합물. 피부를 부드럽게 하고 연화제로 쓰인다.,"시트릭애씨드, 옥틸도데칸올",
